Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
1;1;Koncert Śpiewajacej Rodziny Kaczmarek Usta milczą, dusza śpiewa;Koncerty;60.00;5;30;0;null;null;null;null;event-1;null;null;Agencja Artystyczna ŚPIEWAJĄCA RODZINA KACZMAREK Piotr Kaczmarek;0000000000001;00000000001;null;null;0.3;0.1;0.005;0.03;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Agencja Artystyczna ŚPIEWAJĄCA RODZINA KACZMAREK Piotr Kaczmarek<br/><b>Miasto</b>: Kielce<br/><b>Lokacja</b>: Filharmonia Świętokrzyska im. Oskara Kolberga w Kielcach<br/><b>Czas</b>: 20.11.2021 , g. 18:00 (sobota)";"„Usta milczą, dusza śpiewa”<br/> <br/>Zapraszamy Państwa na wyjątkowy wieczór, który będzie podróżą w krainę operetki, barwnych salonów arcyksiążąt, wystawnych bali i podróżą w krainę czardasza. Nie zabraknie również musicalowych perełek z My Fair Lady czy Upiora w operze. Koncert wypełni piękna muzyka i sentymentalny nastrój - przenikający każdy fragment urokliwego Na scenie wystąpią :<br/> <br/>• Iwona Kaczmarek – sopran • Piotr Kaczmarek – tenor • Wojciech Kaczmarek – baryton ( 20 lat) • Adam Kaczmarek – tenor (17 lat) •<br/> <br/>Akompaniament - Orkiestra Kameralna „Alla Vienna” pod kierownictwem muzycznym prof. Adama Manijaka.<br/> <br/>Prowadzenie koncertu red. Tomasz Szuran.<br/> <br/>Zapraszamy na koncerty Śpiewającej Rodziny Kaczmarek<br/> <br/>www.pieknekoncerty.pl<br/> <br/>www.braciakaczmarek.pl<br/> <br/>Zapraszamy na koncerty Śpiewającej Rodziny Kaczmarek";koncerty;Koncert Śpiewajacej Rodziny Kaczmarek „Usta milczą, dusza śpiewa”;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/909/o/rodzina-na-scenie.jpg;Koncert Śpiewajacej Rodziny Kaczmarek Usta milczą, dusza śpiewa;1;null;0;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
1;1;RAPETE PAPETE PSTRYK. OSIECKA DLA DZIECKA;Teatr;35.00;5;17.5;0;null;null;null;null;event-1;null;null;Teatr Nowy im. Tadeusza Łomnickiego;0000000000001;00000000001;null;null;0.3;0.1;0.005;0.03;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Teatr Nowy im. Tadeusza Łomnickiego<br/><b>Miasto</b>: Poznań<br/><b>Lokacja</b>: Teatr Nowy w Poznaniu<br/><b>Czas</b>: 20.11.2021 , g. 15:00 (sobota)";"Czy słup elektryczny może się zakochać? Czy świat mamy narysowany pod powiekami? Kim są kroplaki i księżulki? I co by było, gdyby mól żył jak król?<br/>Agnieszka Osiecka była mistrzynią rymów, skojarzeń, „brzęczących wyrazów” oraz niecodziennych pytań. Słuchając jej piosenek dla dzieci, ma się wrażenie, że ona sama nigdy tak do końca nie dorosła. Była dojrzałą artystką, pozostając przy tym dzieckiem.<br/>Jak to się robi? My też tak chcemy! Dlatego stworzyliśmy spektakl muzyczny w oparciu o piosenki poetki, które pisała dla dzieci. Założymy się, że nie znaliście Agnieszki z tej strony! Macie jednak szansę, by nadrobić te zaległości razem z nami – wystarczy przy kasie Teatru wypowiedzieć magiczne zaklęcie: RAPETE PAPETE PSTRYK!";teatr;RAPETE PAPETE PSTRYK. OSIECKA DLA DZIECKA;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/6/o/rapete-papete-pstryk.png;RAPETE PAPETE PSTRYK. OSIECKA DLA DZIECKA;1;null;0;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
1;1;Śpiewająca Rodzina KACZMAREK Usta milczą, dusza śpiewa;Filharmonia;65.00;5;32.5;0;null;null;null;null;event-1;null;null;Filharmonia Świętokrzyska im Oskara Kolberga;0000000000001;00000000001;null;null;0.3;0.1;0.005;0.03;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Filharmonia Świętokrzyska im Oskara Kolberga<br/><b>Miasto</b>: Kielce<br/><b>Lokacja</b>: Filharmonia Świętokrzyska im. Oskara Kolberga w Kielcach<br/><b>Czas</b>: 20.11.2021 , g. 18:00 (sobota)";"Zapraszamy Państwa na wyjątkowy wieczór, który będzie podróżą w krainę operetki, barwnych salonów arcyksiążąt, wystawnych bali i w krainę Czardasza. Nie zabraknie również musicalowych perełek z My Fair Lady czy Upiora w operze. Koncert wypełni piękna muzyka i sentymentalny nastrój. Na scenie wystąpią:<br/>• Iwona Kaczmarek – sopran • Piotr Kaczmarek – tenor • Wojciech Kaczmarek – baryton (20 lat) • Adam Kaczmarek – tenor (17 lat) •<br/>Akompaniament - Orkiestra Kameralna „Alla Vienna” pod kierownictwem muzycznym prof. Adama Manijaka.<br/><br/>Prowadzenie koncertu red. Tomasz Szuran.<br/><br/>Zapraszamy na koncerty Śpiewającej Rodziny Kaczmarek<br/>www.pieknekoncerty.pl<br/>www.braciakaczmarek.pl<br/><br/>Organizator Śpiewająca Rodzina Kaczmarek";filharmonia;Śpiewająca Rodzina KACZMAREK Usta milczą, dusza śpiewa;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/1251/o/kaczmarek.jpg;Śpiewająca Rodzina KACZMAREK Usta milczą, dusza śpiewa;1;null;0;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
1;1;SYN MARNOTRAWNY  JUDYTA  ŚWIĘTO WIOSNY;Opera i balet;65.00;5;32.5;0;null;null;null;null;event-1;null;null;Opera Bałtycka w Gdańsku;0000000000001;00000000001;null;null;0.3;0.1;0.005;0.03;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Opera Bałtycka w Gdańsku<br/><b>Miasto</b>: Gdańsk<br/><b>Lokacja</b>: Opera Bałtycka w Gdańsku<br/><b>Czas</b>: 20.11.2021 , g. 18:00 (sobota)";"";opera_i_balet;SYN MARNOTRAWNY / JUDYTA / ŚWIĘTO WIOSNY;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/405/o/b1-70premiera-druk-1.jpg;SYN MARNOTRAWNY  JUDYTA  ŚWIĘTO WIOSNY;1;null;0;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
1;1;Artur Andrus – recital kabaretowy Sokratesa 18 z gościnnym udziałem Doroty Miśkiewicz;Kabaret;90.00;5;45;0;null;null;null;null;event-1;null;null;Państwowy Zespół Ludowy Pieśni i Tańca Mazowsze;0000000000001;00000000001;null;null;0.3;0.1;0.005;0.03;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Państwowy Zespół Ludowy Pieśni i Tańca Mazowsze<br/><b>Miasto</b>: Otrębusy<br/><b>Lokacja</b>: Matecznik "Mazowsze"<br/><b>Czas</b>: 21.11.2021 , g. 19:00 (niedziela)";"Szanowni Państwo,<br/>zgodnie z decyzją rządu o zamknięciu instytucji prowadzących działalność kulturalną, informujemy o czasowym zawieszeniu gościnnych koncertów i spektakli.<br/><br/>Wydarzenia te odbędą się w innym terminie o którym będziemy Państwa informować.";kabaret;Artur Andrus – recital kabaretowy „Sokratesa 18” z gościnnym udziałem Doroty Miśkiewicz;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/602/o/artur-andrus.jpg;Artur Andrus – recital kabaretowy Sokratesa 18 z gościnnym udziałem Doroty Miśkiewicz;1;null;0;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
1;1;Kopciuszek - Premiera;Dla dzieci;30.00;5;15;0;null;null;null;null;event-1;null;null;Teatr Lalek Arlekin im. Henryka Ryla w Łodzi;0000000000001;00000000001;null;null;0.3;0.1;0.005;0.03;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Teatr Lalek Arlekin im. Henryka Ryla w Łodzi<br/><b>Miasto</b>: Łódź<br/><b>Lokacja</b>: Teatr Lalek „Arlekin” im. Henryka Ryla w Łodzi<br/><b>Czas</b>: 20.11.2021 , g. 17:00 (sobota)";"Napisana na nowo, współczesna wersja francuskiego autora, wywraca jedną z najpopularniejszych baśni świata do góry nogami. Tutaj nikt nie zgubi pantofelka, nie pojedzie na bal dynią zamienioną w karocę. Wszyscy przeżyjemy jednak to samo - lekko baśniową, tryskającą humorem, oniryczną opowieść o pokonującej zagubienie nadziei i potrzebie drugiego.<br/><br/>Kopciuszek-Kosia Pommerata nie jest ofiarą zawiści i podłego charakteru okrutnej Macochy i jej córek. Przeciwnie - bohaterka staje się wrogiem siebie samej, a zlecane przez panią domu nieprzyjemne obowiązki dziewczyna traktuje jako zasłużoną karę i wręcz cieszy się na nie. Karę za co? Za to, że nie myśli o zmarłej matce wystarczająco często. Za to, że jeśli nie poświęci każdej minuty na pielęgnowanie pamięci o niej, mama zniknie naprawdę. Niestety, żyjąc nieustającym poczuciem winy, Kosia nie zauważa cudowności świata i życia, które jeszcze ją czekają. No bo przecież Książę czeka naprawdę i jest podobnie jak ona zagubiony.<br/>Bohaterowie muszą się odnaleźć, aby wspólnie stawić czoła wyzwaniom nowej codzienności - zacząć patrzeć w przyszłość, a nie tylko wstecz.<br/><br/>To zatem historia o dojrzewaniu, pokonywaniu własnych barier i godzeniu się ze stratą. Wersja Pommerata przełamuje społeczne tabu i szuka narzędzi do rozmowy z niedorosłymi, udzielając krzepiących odpowiedzi.";dla_dzieci;Kopciuszek - Premiera;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/1156/o/kopciuszek-czysty-net-pion.jpg;Kopciuszek - Premiera;1;null;0;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
1;1;VI projekcja konkursu ANIMA - VOD 20.11 - 28 MFF EtiudaAnima;Online;7.00;5;3.5;0;null;null;null;null;event-1;null;null;Fundacja Promocji Kultury Artystycznej, Filmowej i Audiowizualne;0000000000001;00000000001;null;null;0;0;0;0;null;null;100;0;0;0;both;0;null;null;"<b>Organizator:</b> Fundacja Promocji Kultury Artystycznej, Filmowej i Audiowizualnej Etiuda&Anima<br/><b>Miasto</b>: -Transmisja Online<br/><b>Lokacja</b>: Transmisja On-line<br/><b>Czas</b>: 20.11.2021 , g. 18:30 (sobota)";"VI projekcja konkursu ANIMA | 6th Screening of ANIMA Competition (71’)<br/><br/>UWAGA! Bilet wyłącznie dla projekcji VOD<br/><br/>Projekcja dostępna 20 listopada 2021 od 18:30 do 22:30 na stronie: https://etiudaandanima.pl/vod/ | The screening is available on 20th November 2021 from 6:30 PM to 10:30 PM on page: https://etiudaandanima.pl/en/vod/<br/><br/>- Mokre skarpetki Berty Reis / Mokryie Nosochki Berty Reis / The Wet Socks of Berta Reyes, Reżyseria: Alexandra Shadrina, Scenariusz: Alexandra Shadrina, Produkcja: Andrey Khrzhanovsky, Nikolay Makovsky, Produkcja: School-Studio “SHAR”, Kraj: Rosja, Rok: 2020, Czas emisji: 11'02''<br/>- Polar Bear Bears Boredom / Hokkyoku-Guma Suggoku Hima, Reżyseria: Koji Yamamura, Scenariusz: Koji Yamamura, Produkcja: Yamamura Animation, Produkcja: Yamamura Animation, Kraj: Japonia, Rok: 2021, Czas emisji: 7'00''<br/>- Dostrajalny mimiod / Tunable Mimoid, Reżyseria: Vladimir Todorovic, Scenariusz: Vladimir Todorovic, Produkcja: Vladimir Todorovic / UWA School of Design, Kraj: Australia, Rok: 2020, Czas emisji: 7'13''<br/>- Popioły / Ashes, Reżyseria: Joanna Dudek, Scenariusz: Joanna Dudek, Produkcja: Szkoła Filmowa w Łodzi, Kraj: Polska, Rok: 2020, Czas emisji: 7'49''<br/>- Do ostatniej kropli / Bis zum letzten Tropfen / To the last drop, Reżyseria: Simon Schnellmann, Scenariusz: Simon Schnellmann, Produkcja: Simon Schnellmann, Produkcja: Simon Schnellmann, Kraj: Niemcy, Rok: 2021, Czas emisji: 5'46''<br/>- , Reżyseria: Lucija Mrzljak, Morten Tšinakov, Scenariusz: Morten Tšinakov, Produkcja: Kalev Tamm, Eesti Joonisfilm, Kraj: Estonia, Rok: 2020, Czas emisji: 15'51''<br/>- , Reżyseria: Mawrgan Shaw, Scenariusz: Mawrgan Shaw, Produkcja: Mawrgan Shaw, Kraj: Kanada, Rok: 2021, Czas emisji: 4'23''<br/>- , Reżyseria: Angel Wu, Scenariusz: Angel Wu, Produkcja: Taipei National University of the Arts, Kraj: Tajwan, Rok: 2020, Czas emisji: 3'30''<br/>- , Reżyseria: Georges Schwizgebel, Scenariusz: Georges Schwizgebel, Produkcja: GDS Studio, Produkcja: GDS Studio, Kraj: Szwajcaria, Rok: 2020, Czas emisji: 9'20''<br/><br/><br/>- Zakupu dokonujemy przez serwis bilety24<br/>- Przy zakupie wygenerowany jest kod, który upoważnia widza do oglądania jednego seansu (w przypadku biletu) lub wszystkich seansów (w przypadku karnetu)<br/>- Start odtwarzania filmu jest możliwy w wybranym, 4-godzinnym bloku godzinowym – od godziny rozpoczęcia seansu np. 12.00 do 16.00<br/>- W danym momencie film można odtwarzać wyłącznie na jednym urządzeniu.<br/>- Dostęp do filmu można zakupić do 1 godziny przed rozpoczęciem seansu<br/><br/>Regulamin Serwisu VOD: <br/>VOD Service Regulations: <br/><br/>Szczegóły w programie:<br/>Program PL:<br/>Program EN: ";online;VI projekcja konkursu ANIMA - VOD 20.11 - 28 MFF Etiuda&Anima;null;null;1;Bilety dostępne;Bilety niedostępne;1;2022-01-01;2021-11-01;1;https://www.bilety24.pl/media/cache/repertoire_big/https---www.bilety24.pl/public/users/932/o/900x600-28ea-2021.jpg;VI projekcja konkursu ANIMA - VOD 20.11 - 28 MFF EtiudaAnima;1;null;1;new;0;1;1;0;0;null;null;null;null;null;0;0;null;null
